Unique Identifier,Product,What is your gender? - label,What is your gender? - value,What is your age group? - label,What is your age group? - value,How much do you like or dislike the PACKAGING for this product? - label,How much do you like or dislike the PACKAGING for this product? - value,In scale 1-10 how much do you think this description match with the product PACKAGING - FUN,In scale 1-10 how much do you think this description match with the product PACKAGING - CONVENIENT,In scale 1-10 how much do you think this description match with the product PACKAGING - FAMILIAR,In scale 1-10 how much do you think this description match with the product PACKAGING - CHEAP,In scale 1-10 how much do you think this description match with the product PACKAGING - BORING,In scale 1-10 how much do you think this description match with the product PACKAGING - INDIFFERENT,In scale 1-10 how much do you think this description match with the product PACKAGING - PLAIN,In scale 1-10 how much do you think this description match with the product PACKAGING - PREMIUM,"Before tasting the product, how likely would you be to purchase this product, if you didn't have to buy it for this study? - label","Before tasting the product, how likely would you be to purchase this product, if you didn't have to buy it for this study? - value",Open the packaging. How much do you like or dislike the APPEARANCE of the products? - label,Open the packaging. How much do you like or dislike the APPEARANCE of the products? - value,How would you rate the AMOUNT OF SEASONING of the products? - label,How would you rate the AMOUNT OF SEASONING of the products? - value,Taste the products. How do you like the products OVERALL? - label,Taste the products. How do you like the products OVERALL? - value,How much do you like or dislike the FLAVOR of the products? - label,How much do you like or dislike the FLAVOR of the products? - value,How would you rate the FLAVOR of the products? - label,How would you rate the FLAVOR of the products? - value,How much do you like or dislike the TEXTURE of the products? - label,How much do you like or dislike the TEXTURE of the products? - value,How much do you like or dislike the AFTERTASTE of the products? - label,How much do you like or dislike the AFTERTASTE of the products? - value,"Now that you have tasted the products, how likely would you be to re-purchase the products? - label","Now that you have tasted the products, how likely would you be to re-purchase the products? - value"
100507,D,Male,1,18-34,2,Like Moderately (7),7,6,7,5,8,3,2,3,4,Probably would purchase (4),4,Like Very Much (8),8,Somewhat too little (2),2,Like Moderately (7),7,Like Very Much (8),8,Just about right (3),3,Like Slightly (6),6,Like Moderately (7),7,Probably would purchase (4),4
100508,D,Female,2,35-44,3,Like Extremely (9),9,8,4,5,6,3,3,5,2,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Slightly (6),6,Definitely would purchase (5),5
100509,D,Female,2,45-55,4,Like Extremely (9),9,8,6,5,2,3,7,5,8,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,,,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100510,D,Female,2,35-44,3,Like Very Much (8),8,8,5,8,2,2,3,5,5,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,Definitely would purchase (5),5
100511,D,Male,1,35-44,3,Like Slightly (6),6,8,5,8,5,3,3,7,2,Definitely would purchase (5),5,Like Moderately (7),7,Somewhat too little (2),2,Like Very Much (8),8,Like Moderately (7),7,Not quite strong enough (2),2,Like Moderately (7),7,Like Slightly (6),6,Definitely would purchase (5),5
100512,D,Female,2,18-34,2,Like Very Much (8),8,7,5,3,5,5,3,2,5,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100513,D,Female,2,18-34,2,Like Very Much (8),8,3,2,8,4,5,3,2,3,Probably would purchase (4),4,Like Very Much (8),8,Somewhat too little (2),2,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Probably would purchase (4),4
100514,D,Female,2,35-44,3,Like Moderately (7),7,8,8,5,2,3,5,3,3,Probably would purchase (4),4,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Slightly (6),6,Just about right (3),3,Like Moderately (7),7,Neither Like nor Dislike (5),5,Probably would purchase (4),4
100515,D,Female,2,35-44,3,Like Moderately (7),7,8,7,8,3,2,5,4,4,Probably would not purchase (2),2,Like Moderately (7),7,Much too little (1),1,Like Slightly (6),6,Like Slightly (6),6,Not quite strong enough (2),2,Like Moderately (7),7,Like Moderately (7),7,Probably would purchase (4),4
100516,D,Female,2,18-34,2,Like Moderately (7),7,7,5,8,2,3,5,2,5,Probably would purchase (4),4,Like Extremely (9),9,Somewhat too little (2),2,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Very Much (8),8,Definitely would purchase (5),5
100517,D,Female,2,35-44,3,Like Very Much (8),8,8,6,8,2,3,3,3,6,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Not quite strong enough (2),2,Like Very Much (8),8,Like Very Much (8),8,,
100518,D,Female,2,18-34,2,Like Moderately (7),7,8,8,7,2,3,6,3,7,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,Definitely would purchase (5),5
100519,D,Female,2,18-34,2,Like Very Much (8),8,6,5,7,5,2,3,1,5,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100520,D,Female,2,35-44,3,Like Moderately (7),7,8,7,8,3,3,4,5,3,Definitely would purchase (5),5,Like Moderately (7),7,Somewhat too little (2),2,Like Moderately (7),7,Like Moderately (7),7,Not quite strong enough (2),2,Like Moderately (7),7,Like Moderately (7),7,,
100521,D,Female,2,18-34,2,Like Very Much (8),8,8,8,7,7,3,5,3,3,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Slightly too strong (4),4,Like Extremely (9),9,Neither Like nor Dislike (5),5,Definitely would purchase (5),5
100522,D,Female,2,56-64,5,Like Very Much (8),8,7,7,9,4,3,3,8,2,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,Definitely would purchase (5),5
100523,D,Female,2,18-34,2,Like Moderately (7),7,5,5,8,3,7,4,5,5,Probably would purchase (4),4,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Very Much (8),8,Probably would purchase (4),4
100524,D,Female,2,18-34,2,Like Very Much (8),8,3,6,6,2,5,6,6,5,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100525,D,Female,2,35-44,3,Like Very Much (8),8,6,4,8,2,1,4,5,7,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,,,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100526,D,Female,2,35-44,3,Like Very Much (8),8,6,5,8,8,2,5,6,5,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,Probably would purchase (4),4
100527,D,Female,2,18-34,2,Like Moderately (7),7,2,7,8,2,4,3,6,6,Probably would purchase (4),4,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Not quite strong enough (2),2,Like Moderately (7),7,Like Moderately (7),7,Might or might not purchase (3),3
100528,D,Female,2,18-34,2,Like Very Much (8),8,7,8,5,6,3,4,3,3,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Neither Like nor Dislike (5),5,Like Moderately (7),7,Just about right (3),3,Neither Like nor Dislike (5),5,Neither Like nor Dislike (5),5,,
100529,D,Male,1,18-34,2,Like Slightly (6),6,3,8,7,8,7,5,8,2,Might or might not purchase (3),3,Like Slightly (6),6,Just about right (3),3,Like Moderately (7),7,Like Slightly (6),6,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Might or might not purchase (3),3
100530,D,Female,2,35-44,3,Neither Like nor Dislike (5),5,7,8,8,2,3,8,5,2,Definitely would not purchase (1),1,Like Extremely (9),9,Just about right (3),3,Dislike Slightly (4),4,Neither Like nor Dislike (5),5,Just about right (3),3,Dislike Slightly (4),4,Neither Like nor Dislike (5),5,Definitely would not purchase (1),1
100531,D,Male,1,45-55,4,Like Moderately (7),7,7,8,8,3,3,2,3,3,Probably would purchase (4),4,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,Definitely would purchase (5),5
100532,D,Female,2,45-55,4,Like Moderately (7),7,8,5,7,3,2,6,2,5,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Not quite strong enough (2),2,Like Very Much (8),8,Like Moderately (7),7,Might or might not purchase (3),3
100533,D,Female,2,18-34,2,Like Very Much (8),8,7,9,5,3,2,4,3,5,Definitely would purchase (5),5,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Very Much (8),8,Definitely would purchase (5),5
100534,D,Female,2,18-34,2,Like Extremely (9),9,7,8,8,4,3,2,6,7,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Moderately (7),7,Probably would purchase (4),4
100535,D,Female,2,45-55,4,Like Extremely (9),9,8,8,7,4,2,4,4,3,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100536,D,Female,2,45-55,4,Like Very Much (8),8,8,5,3,3,2,4,8,3,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100537,D,Female,2,35-44,3,Like Moderately (7),7,3,5,7,7,3,3,8,8,Probably would not purchase (2),2,Like Moderately (7),7,Much too little (1),1,Dislike Slightly (4),4,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Dislike Slightly (4),4,Probably would not purchase (2),2
100538,D,Female,2,45-55,4,Like Very Much (8),8,5,4,8,2,2,2,8,6,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Slightly (6),6,Definitely would purchase (5),5
100539,D,Female,2,45-55,4,Like Slightly (6),6,8,8,8,4,2,6,7,2,Definitely would purchase (5),5,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Dislike Slightly (4),4,Definitely would purchase (5),5
100540,D,Female,2,35-44,3,Like Very Much (8),8,8,7,8,3,5,3,4,3,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Moderately (7),7,Definitely would purchase (5),5
100541,D,Female,2,18-34,2,Like Extremely (9),9,5,8,8,5,3,6,4,3,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Very Much (8),8,Definitely would purchase (5),5
100542,D,Female,2,45-55,4,Like Very Much (8),8,5,7,5,2,5,5,6,6,Might or might not purchase (3),3,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Might or might not purchase (3),3
100543,D,Female,2,56-64,5,Like Very Much (8),8,6,5,4,2,2,8,3,5,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Very Much (8),8,Definitely would purchase (5),5
100544,D,Male,1,18-34,2,Like Moderately (7),7,8,3,8,3,2,3,3,6,Probably would purchase (4),4,Like Moderately (7),7,Just about right (3),3,Like Extremely (9),9,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100545,D,Female,2,35-44,3,Like Extremely (9),9,8,6,5,4,2,3,3,8,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,,,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100546,D,Male,1,45-55,4,Like Very Much (8),8,8,5,6,4,2,2,6,8,Might or might not purchase (3),3,Like Moderately (7),7,Just about right (3),3,Like Slightly (6),6,Like Slightly (6),6,Just about right (3),3,Like Very Much (8),8,Like Slightly (6),6,Might or might not purchase (3),3
100547,D,Male,1,45-55,4,Like Moderately (7),7,3,3,3,3,5,5,3,8,Definitely would purchase (5),5,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Definitely would purchase (5),5
100548,D,Female,2,35-44,3,Like Very Much (8),8,6,8,7,4,3,4,4,3,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100549,D,Female,2,45-55,4,Like Extremely (9),9,6,8,8,3,3,3,2,7,Might or might not purchase (3),3,Like Very Much (8),8,Somewhat too little (2),2,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Slightly (6),6,Definitely would purchase (5),5
100550,D,Female,2,45-55,4,Like Slightly (6),6,2,5,8,5,7,7,3,2,Probably would not purchase (2),2,Neither Like nor Dislike (5),5,Somewhat too little (2),2,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Probably would purchase (4),4
100551,D,Female,2,18-34,2,Like Slightly (6),6,7,6,3,6,4,5,8,4,Probably would purchase (4),4,Like Slightly (6),6,Just about right (3),3,Like Slightly (6),6,Neither Like nor Dislike (5),5,Not quite strong enough (2),2,Neither Like nor Dislike (5),5,Neither Like nor Dislike (5),5,Probably would purchase (4),4
100552,D,Female,2,18-34,2,Like Very Much (8),8,3,7,8,5,2,3,3,2,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,Just about right (3),3,Like Slightly (6),6,Neither Like nor Dislike (5),5,Probably would purchase (4),4
100553,D,Female,2,18-34,2,Like Moderately (7),7,5,8,7,5,6,6,8,3,Might or might not purchase (3),3,Like Slightly (6),6,Somewhat too little (2),2,Like Slightly (6),6,Like Slightly (6),6,Not quite strong enough (2),2,Like Very Much (8),8,Like Moderately (7),7,Might or might not purchase (3),3
100554,D,Female,2,18-34,2,Like Moderately (7),7,8,7,8,2,5,2,3,3,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Definitely would purchase (5),5
100555,D,Female,2,45-55,4,Like Very Much (8),8,8,7,7,5,1,7,3,3,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Neither Like nor Dislike (5),5,Probably would purchase (4),4
100556,D,Female,2,45-55,4,Like Extremely (9),9,8,8,8,5,3,3,3,5,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100557,D,Female,2,45-55,4,Neither Like nor Dislike (5),5,6,7,6,3,4,6,6,3,Definitely would purchase (5),5,Like Moderately (7),7,Just about right (3),3,Dislike Slightly (4),4,Dislike Slightly (4),4,Not quite strong enough (2),2,Like Moderately (7),7,Like Moderately (7),7,Probably would not purchase (2),2
100558,D,Female,2,18-34,2,Like Moderately (7),7,8,5,7,4,1,3,8,6,Probably would purchase (4),4,Like Moderately (7),7,Just about right (3),3,Like Slightly (6),6,Like Slightly (6),6,Just about right (3),3,Like Slightly (6),6,Like Slightly (6),6,Probably would purchase (4),4
100559,D,Female,2,18-34,2,Neither Like nor Dislike (5),5,4,7,7,7,5,3,8,2,Definitely would purchase (5),5,Neither Like nor Dislike (5),5,Somewhat too little (2),2,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100560,D,Female,2,18-34,2,Like Extremely (9),9,9,5,5,3,2,3,8,8,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100561,D,Female,2,56-64,5,Like Very Much (8),8,8,5,8,2,2,8,8,4,Probably would not purchase (2),2,Like Moderately (7),7,Somewhat too little (2),2,Like Slightly (6),6,Neither Like nor Dislike (5),5,Just about right (3),3,Like Moderately (7),7,Like Slightly (6),6,Probably would not purchase (2),2
100562,D,Female,2,18-34,2,Like Very Much (8),8,3,8,8,2,5,6,7,2,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Not quite strong enough (2),2,Like Slightly (6),6,Like Moderately (7),7,Might or might not purchase (3),3
100563,D,Female,2,35-44,3,Like Moderately (7),7,6,3,5,3,2,3,5,6,Might or might not purchase (3),3,Like Moderately (7),7,Somewhat too little (2),2,Like Moderately (7),7,Like Moderately (7),7,Not quite strong enough (2),2,Like Very Much (8),8,Like Moderately (7),7,Probably would purchase (4),4
100564,D,Male,1,56-64,5,Neither Like nor Dislike (5),5,6,7,7,7,4,8,8,3,Probably would not purchase (2),2,Like Slightly (6),6,Much too little (1),1,Dislike Moderately (3),3,Dislike Slightly (4),4,Slightly too strong (4),4,Dislike Slightly (4),4,Dislike Slightly (4),4,Definitely would not purchase (1),1
100565,D,Female,2,35-44,3,Like Very Much (8),8,8,8,7,2,3,3,3,5,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,,,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,,
100566,D,Female,2,45-55,4,Like Very Much (8),8,7,7,8,2,3,3,6,3,Probably would purchase (4),4,Like Very Much (8),8,Somewhat too little (2),2,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100567,D,Female,2,56-64,5,Like Very Much (8),8,3,7,8,5,2,2,4,5,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100568,D,Female,2,35-44,3,Like Slightly (6),6,8,7,7,3,3,5,3,7,Might or might not purchase (3),3,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Might or might not purchase (3),3
100569,D,Female,2,35-44,3,Like Extremely (9),9,8,7,3,4,1,5,8,3,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,,,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100570,D,Female,2,45-55,4,Like Very Much (8),8,7,3,6,3,3,7,3,3,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Very Much (8),8,Definitely would purchase (5),5
100571,D,Female,2,18-34,2,Like Very Much (8),8,8,5,8,3,2,4,3,5,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Slightly too strong (4),4,Like Very Much (8),8,Neither Like nor Dislike (5),5,Probably would purchase (4),4
100572,D,Female,2,45-55,4,Like Very Much (8),8,8,8,8,3,3,4,3,7,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Slightly (6),6,Definitely would purchase (5),5
100573,D,Female,2,45-55,4,Like Very Much (8),8,7,8,8,3,2,3,2,7,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,,,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Dislike Slightly (4),4,Probably would purchase (4),4
100574,D,Female,2,18-34,2,Like Extremely (9),9,3,7,7,4,3,5,2,8,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Moderately (7),7,Like Extremely (9),9,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,Definitely would purchase (5),5
100575,D,Female,2,35-44,3,Like Moderately (7),7,8,8,8,2,4,3,8,5,Might or might not purchase (3),3,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Probably would purchase (4),4
100576,D,Female,2,35-44,3,Like Moderately (7),7,3,8,7,4,2,3,5,5,Probably would purchase (4),4,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Not quite strong enough (2),2,Like Moderately (7),7,Neither Like nor Dislike (5),5,Probably would purchase (4),4
100577,D,Female,2,35-44,3,Like Extremely (9),9,7,4,7,5,2,3,4,3,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Very Much (8),8,Like Extremely (9),9,Definitely would purchase (5),5
100578,D,Female,2,45-55,4,Like Extremely (9),9,6,7,5,5,3,3,4,6,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Very Much (8),8,Like Extremely (9),9,Definitely would purchase (5),5
100579,D,Female,2,35-44,3,Like Very Much (8),8,6,5,8,5,3,5,6,5,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Not quite strong enough (2),2,Like Moderately (7),7,Like Slightly (6),6,Probably would purchase (4),4
100580,D,Female,2,35-44,3,Like Moderately (7),7,7,5,3,8,4,4,5,5,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Neither Like nor Dislike (5),5,Definitely would purchase (5),5
100581,D,Female,2,56-64,5,Like Very Much (8),8,8,5,5,5,2,7,5,4,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100582,D,Female,2,18-34,2,Like Moderately (7),7,7,8,8,4,2,4,5,3,Might or might not purchase (3),3,Like Moderately (7),7,Just about right (3),3,Neither Like nor Dislike (5),5,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Very Much (8),8,Definitely would purchase (5),5
100583,D,Female,2,18-34,2,Like Extremely (9),9,3,5,8,5,2,5,3,5,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Very Much (8),8,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100584,D,Female,2,45-55,4,Like Extremely (9),9,6,8,8,1,2,4,7,8,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100585,D,Female,2,35-44,3,Like Very Much (8),8,6,8,5,2,1,8,3,8,Probably would purchase (4),4,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100586,D,Female,2,18-34,2,Like Moderately (7),7,8,5,6,5,2,5,5,2,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,,,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,Definitely would purchase (5),5
100587,D,Female,2,45-55,4,Like Moderately (7),7,8,8,5,2,2,2,2,5,Probably would purchase (4),4,Like Extremely (9),9,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Not quite strong enough (2),2,Like Extremely (9),9,Like Extremely (9),9,Probably would purchase (4),4
100588,D,Male,1,35-44,3,Like Very Much (8),8,8,5,8,6,3,2,3,5,Might or might not purchase (3),3,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,Not quite strong enough (2),2,Like Very Much (8),8,Like Very Much (8),8,Might or might not purchase (3),3
100589,D,Female,2,18-34,2,Like Slightly (6),6,8,8,6,3,2,2,6,4,Definitely would purchase (5),5,Like Extremely (9),9,Somewhat too much (4),4,Like Extremely (9),9,Like Very Much (8),8,Not at all strong enough (1),1,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100590,D,Female,2,35-44,3,Like Moderately (7),7,8,9,7,3,3,3,2,7,Might or might not purchase (3),3,Like Extremely (9),9,Somewhat too much (4),4,Like Moderately (7),7,Like Extremely (9),9,Just about right (3),3,Like Moderately (7),7,Like Very Much (8),8,Definitely would purchase (5),5
100591,D,Male,1,18-34,2,Like Extremely (9),9,6,8,3,5,3,5,4,3,Definitely would purchase (5),5,Like Extremely (9),9,Much too much (5),5,Dislike Moderately (3),3,Like Slightly (6),6,Slightly too strong (4),4,Like Slightly (6),6,Neither Like nor Dislike (5),5,Might or might not purchase (3),3
100592,D,Female,2,18-34,2,Like Very Much (8),8,8,3,6,4,6,3,2,5,Probably would purchase (4),4,Like Very Much (8),8,Somewhat too much (4),4,Neither Like nor Dislike (5),5,Like Slightly (6),6,Not quite strong enough (2),2,Like Slightly (6),6,Like Slightly (6),6,Definitely would purchase (5),5
100593,D,Female,2,18-34,2,Like Extremely (9),9,7,4,6,3,1,3,5,5,Definitely would purchase (5),5,Like Extremely (9),9,Somewhat too much (4),4,Like Extremely (9),9,Like Extremely (9),9,Not quite strong enough (2),2,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100594,D,Male,1,18-34,2,Like Extremely (9),9,9,5,6,5,2,5,2,5,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,,,Like Extremely (9),9,Not quite strong enough (2),2,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100595,D,Female,2,45-55,4,Like Very Much (8),8,8,6,5,2,2,6,3,6,Might or might not purchase (3),3,Like Extremely (9),9,Somewhat too little (2),2,Like Moderately (7),7,Like Extremely (9),9,Not quite strong enough (2),2,Like Very Much (8),8,Like Slightly (6),6,,
100596,D,Female,2,35-44,3,Like Moderately (7),7,6,6,7,4,3,2,8,8,Probably would not purchase (2),2,Like Extremely (9),9,Somewhat too much (4),4,Like Extremely (9),9,Like Moderately (7),7,Slightly too strong (4),4,Like Extremely (9),9,Like Slightly (6),6,Definitely would purchase (5),5
100597,A,Male,1,45-55,4,Like Extremely (9),9,7,5,8,4,2,3,5,4,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
